smiles,score_QED,SA_Score,Tox_Prediction,Tox_Probability,Tox_Label,Tox_Color
C[C@@H]1CCC[C@@H](C)N1C(=O)Nc1ccc(CNS(C)(=O)=O)cc1,0.8846101862126752,2.887329642146113,1,1.0, TOXIQUE,red
CCc1ccccc1OCc1cnc(N)s1,0.8845069614510845,2.188126401769738,0,0.01,NON-TOXIQUE,green
CCc1ccccc1OCc1cnc(N)s1,0.8845069614510845,2.188126401769738,0,0.01,NON-TOXIQUE,green
CCc1ccccc1OCc1cnc(N)s1,0.8845069614510845,2.188126401769738,0,0.01,NON-TOXIQUE,green
CNS(=O)(=O)c1ccc(NC(=O)c2c(C)nn(C)c2C)cc1,0.8842553399679453,2.03007172746055,1,0.99, TOXIQUE,red
CNS(=O)(=O)c1ccc(NC(=O)c2c(C)nn(C)c2C)cc1,0.8842553399679453,2.03007172746055,1,0.99, TOXIQUE,red
CNS(=O)(=O)c1ccc(NC(=O)c2c(C)nn(C)c2C)cc1,0.8842553399679453,2.03007172746055,1,0.99, TOXIQUE,red
CC[C@@H](NC(=O)[C@@H](C)Cc1cccc(F)c1)c1ccncc1,0.8841879960388263,2.8205537793544284,0,0.0,NON-TOXIQUE,green
CC[C@@H](NC(=O)[C@H](C)Cc1cccc(F)c1)c1ccncc1,0.8841879960388263,2.8205537793544284,0,0.0,NON-TOXIQUE,green
CC[C@@H](NC(=O)[C@@H](C)Cc1cccc(F)c1)c1ccncc1,0.8841879960388263,2.8205537793544284,0,0.0,NON-TOXIQUE,green
CCc1nn(C)c(OC)c1CNS(=O)(=O)C(C)(C)C,0.8839757921719328,2.8657280644036387,0,0.04,NON-TOXIQUE,green
Cc1ccn2ncc(C(=O)N3CCN([C@@H]4CCCC[C@H]4O)CC3)c2n1,0.8838294127345421,3.2168287427115594,0,0.01,NON-TOXIQUE,green
CC(C)(C)N1CC[C@@H](NC(=O)CNC(=O)c2ccccc2)C1,0.8838157326816866,2.49951999683247,0,0.07,NON-TOXIQUE,green
CC(C)(C)N1CC[C@@H](NC(=O)CNC(=O)c2ccccc2)C1,0.8838157326816866,2.49951999683247,0,0.07,NON-TOXIQUE,green
CCN1CCC2(CC1)CCN(CC(=O)Nc1ccc(C)c(Cl)c1)CC2,0.883645155173616,2.62896990839611,1,0.99, TOXIQUE,red
CC[C@@H](C)NC(=O)N[C@@H]1CC(=O)N(c2ccc3c(c2)OCO3)C1,0.8836038598198732,2.9974809185620046,1,0.85, TOXIQUE,red
Cn1ccnc1SCC(=O)N[C@@H]1CCCc2ccccc21,0.8833254591238183,2.5929734252733425,0,0.0,NON-TOXIQUE,green
Cn1ccnc1SCC(=O)N[C@@H]1CCCc2ccccc21,0.8833254591238183,2.5929734252733425,0,0.0,NON-TOXIQUE,green
Cn1ccnc1SCC(=O)N[C@@H]1CCCc2ccccc21,0.8833254591238183,2.5929734252733425,0,0.0,NON-TOXIQUE,green
COc1cccc(CNC(=O)Nc2cccc(Cl)c2OC)c1,0.8831746492220691,1.822946930387749,1,0.97, TOXIQUE,red
CO[C@@H](CNC(=O)Nc1c(C)noc1C)c1cccc(Cl)c1,0.8831598571760085,2.8174163398337324,0,0.23,NON-TOXIQUE,green
CO[C@@H](CNC(=O)Nc1c(C)noc1C)c1cccc(Cl)c1,0.8831598571760085,2.8174163398337324,0,0.23,NON-TOXIQUE,green
CO[C@H](CNC(=O)Nc1c(C)noc1C)c1cccc(Cl)c1,0.8831598571760085,2.8174163398337324,0,0.23,NON-TOXIQUE,green
N#Cc1cccc(NC(=O)NCCC(=O)N2CCCC2)c1,0.8829039242271045,1.939446697355248,1,0.98, TOXIQUE,red
N#Cc1cccc(NC(=O)NCCC(=O)N2CCCC2)c1,0.8829039242271045,1.939446697355248,1,0.98, TOXIQUE,red
N#Cc1cccc(NC(=O)NCCC(=O)N2CCCC2)c1,0.8829039242271045,1.939446697355248,1,0.98, TOXIQUE,red
Cc1ccc(NC(=O)CN2CCC3(CC2)CC(=O)N2CCC[C@@H]23)cc1Cl,0.8828899784084534,3.467026483693231,1,0.97, TOXIQUE,red
O=C(NC1(CO)CCOCC1)C1=NO[C@@H](c2ccccc2)CC1,0.8825624128903113,3.347188653307658,0,0.08,NON-TOXIQUE,green
CC[C@@H]1CC[C@@](CN)([C@@H](O)c2cc(Br)ccc2F)C1,0.8825543079937306,3.8363873338839447,0,0.19,NON-TOXIQUE,green
CCCS[C@@H]1CCCN(CCc2cccc3cn[nH]c23)C1,0.8825240394273843,3.1391705126914804,0,0.05,NON-TOXIQUE,green
COC(=O)Nc1nc2ccc(NC(=O)CCC(F)(F)F)cc2s1,0.88250257345841,2.2611947180287792,1,0.97, TOXIQUE,red
COC(=O)Nc1nc2ccc(NC(=O)CCC(F)(F)F)cc2s1,0.88250257345841,2.2611947180287792,1,0.97, TOXIQUE,red
COC(=O)Nc1nc2ccc(NC(=O)CCC(F)(F)F)cc2s1,0.88250257345841,2.2611947180287792,1,0.97, TOXIQUE,red
CNC(=O)CSc1nc2cc3c(cc2c(C)c1C)OCO3,0.8824968457469062,2.528456136729432,0,0.06,NON-TOXIQUE,green
COc1ccc(NS(=O)(=O)c2ccc3c(c2)NCCO3)cc1Cl,0.8823464951200244,2.218336932737147,1,0.93, TOXIQUE,red
CCn1ncnc1[C@@H](C)NC(=O)CCc1scnc1C,0.8822215885275216,3.1167306794976097,0,0.02,NON-TOXIQUE,green
CCn1ncnc1[C@@H](C)NC(=O)CCc1scnc1C,0.8822215885275216,3.1167306794976097,0,0.02,NON-TOXIQUE,green
CCn1ncnc1[C@H](C)NC(=O)CCc1scnc1C,0.8822215885275216,3.1167306794976097,0,0.02,NON-TOXIQUE,green
Cc1ccc2c(c1)CCN2C(=O)N[C@@H]1CCC[C@@H](C(=O)O)C1,0.8822142003102758,2.937267923275023,1,0.95, TOXIQUE,red
CCCc1cccc(NC(=O)c2c(C)nsc2NC)c1,0.8821631196914197,2.248406729457372,1,0.91, TOXIQUE,red
CCCc1cccc(NC(=O)c2c(C)nsc2NC)c1,0.8821631196914197,2.248406729457372,1,0.91, TOXIQUE,red
CN(C)C(=O)COc1cccc(NC(=O)c2cccc(C(F)(F)F)c2)c1,0.8821441277560399,1.9288037039815364,1,0.99, TOXIQUE,red
CN(C)C(=O)COc1cccc(NC(=O)c2cccc(C(F)(F)F)c2)c1,0.8821441277560399,1.9288037039815364,1,0.99, TOXIQUE,red
COc1coc(C(=O)Nc2ccccn2)cc1=O,0.8821282840374277,2.222074249521325,0,0.01,NON-TOXIQUE,green
COc1cc2c(cc1[C@@H]1NC(=O)c3cc(Cl)ccc3S1)OCCO2,0.8821093337080361,3.1008522628692434,0,0.22,NON-TOXIQUE,green
CC(C)c1noc(CCNC(=O)[C@@H]2CCCN2c2ccccc2)n1,0.8820674833934893,2.7080950722337924,1,0.91, TOXIQUE,red
CC(C)c1noc(CCNC(=O)[C@@H]2CCCN2c2ccccc2)n1,0.8820674833934893,2.7080950722337924,1,0.91, TOXIQUE,red
CC(C)c1noc(CCNC(=O)[C@@H]2CCCN2c2ccccc2)n1,0.8820674833934893,2.7080950722337924,1,0.91, TOXIQUE,red
Cc1cc(CN2C(=O)N[C@@](C)(c3ccccc3C)C2=O)on1,0.8820652296677789,2.784149252822383,0,0.01,NON-TOXIQUE,green
Cc1cc(CN2C(=O)N[C@@](C)(c3ccccc3C)C2=O)on1,0.8820652296677789,2.784149252822383,0,0.01,NON-TOXIQUE,green
Cc1cc(CN2C(=O)N[C@@](C)(c3ccccc3C)C2=O)on1,0.8820652296677789,2.784149252822383,0,0.01,NON-TOXIQUE,green
Cc1ccc(C(=O)N[C@@H](C(=O)Nc2ccccc2F)C(C)C)cc1,0.8820119420134435,2.091638672112176,1,1.0, TOXIQUE,red
Cc1ccc(C(=O)N[C@H](C(=O)Nc2ccccc2F)C(C)C)cc1,0.8820119420134435,2.091638672112176,1,1.0, TOXIQUE,red
Cc1ccc(C(=O)N[C@@H](C(=O)Nc2ccccc2F)C(C)C)cc1,0.8820119420134435,2.091638672112176,1,1.0, TOXIQUE,red
CC(C)c1nn(-c2ccccc2)cc1CNC(=O)N[C@H]1C[C@H](C)C1,0.8818779476717358,2.347816271269007,0,0.04,NON-TOXIQUE,green
Cc1ccc(NC(=O)[C@H](C)NC(=O)c2cccc(C(F)(F)F)c2)cc1,0.8818347315983643,2.208967881756635,1,0.99, TOXIQUE,red
Cc1ccc(NC(=O)[C@H](C)NC(=O)c2cccc(C(F)(F)F)c2)cc1,0.8818347315983643,2.208967881756635,1,0.99, TOXIQUE,red
Cc1ccc(NC(=O)[C@H](C)NC(=O)c2cccc(C(F)(F)F)c2)cc1,0.8818347315983643,2.208967881756635,1,0.99, TOXIQUE,red
CCCCN1CCNC(=O)[C@@H]1c1ccc(OC)cc1,0.8817965273636232,2.5615289375208,0,0.01,NON-TOXIQUE,green
Cc1ccccc1OCC(=O)N/N=C1\CCc2ccccc21,0.8815534373023299,2.0615692706482958,0,0.06,NON-TOXIQUE,green
CCC(CC)Cc1cc(Br)cc(OC)c1O,0.8814664975279128,2.321865827763359,0,0.0,NON-TOXIQUE,green
C[C@@H](NC(=O)C1CCN(C(=O)c2ccccc2)CC1)c1ccc(Cl)cc1,0.8814508824547848,2.183034847285306,0,0.0,NON-TOXIQUE,green
C[C@@H](NC(=O)C1CCN(C(=O)c2ccccc2)CC1)c1ccc(Cl)cc1,0.8814508824547848,2.183034847285306,0,0.0,NON-TOXIQUE,green
C[C@@H](NC(=O)C1CCN(C(=O)c2ccccc2)CC1)c1ccc(Cl)cc1,0.8814508824547848,2.183034847285306,0,0.0,NON-TOXIQUE,green
Cc1cccc([C@H]2CCC[C@@H]2NC(=O)C(C)(C)CC(C)(C)C)n1,0.8814251291392459,3.446055554942994,0,0.03,NON-TOXIQUE,green
CCN1C(=O)[C@](C)(C(=O)Nc2c(C)nsc2C)c2ccccc21,0.8805688956491997,3.358286799937149,1,0.94, TOXIQUE,red
CCN1C(=O)[C@](C)(C(=O)Nc2c(C)nsc2C)c2ccccc21,0.8805688956491997,3.358286799937149,1,0.94, TOXIQUE,red
CCN1C(=O)[C@](C)(C(=O)Nc2c(C)nsc2C)c2ccccc21,0.8805688956491997,3.358286799937149,1,0.94, TOXIQUE,red
COc1ccc(C(C)(C)NC(=O)N[C@@H]2CCc3ccc(F)cc32)cc1,0.880364591750511,2.6938393620410555,0,0.01,NON-TOXIQUE,green
COc1ccc(C(C)(C)NC(=O)N[C@@H]2CCc3ccc(F)cc32)cc1,0.880364591750511,2.6938393620410555,0,0.01,NON-TOXIQUE,green
COc1ccc(C(C)(C)NC(=O)N[C@@H]2CCc3ccc(F)cc32)cc1,0.880364591750511,2.6938393620410555,0,0.01,NON-TOXIQUE,green
CCC(C)(C)C1CCC(NC(=O)c2ccc3c(c2)CC(=O)N3)CC1,0.8802813944343463,2.400063802841913,1,0.96, TOXIQUE,red
CCC(C)(C)C1CCC(NC(=O)c2ccc3c(c2)CC(=O)N3)CC1,0.8802813944343463,2.400063802841913,1,0.96, TOXIQUE,red
CCC(C)(C)C1CCC(NC(=O)c2ccc3c(c2)CC(=O)N3)CC1,0.8802813944343463,2.400063802841913,1,0.96, TOXIQUE,red
C[C@@H](CNC(=O)[C@@H]1CCO[C@H]1C)Cc1cccnc1,0.8800473720659379,3.472283290491438,0,0.08,NON-TOXIQUE,green
CC1(C)CCC[C@@H](Oc2ccc(F)cc2F)[C@@H]1N,0.8800441334209039,3.3119804913965343,0,0.01,NON-TOXIQUE,green
CC1(C)CCC[C@@H](Oc2ccc(F)cc2F)[C@@H]1N,0.8800441334209039,3.3119804913965343,0,0.01,NON-TOXIQUE,green
CC1(C)CCC[C@@H](Oc2ccc(F)cc2F)[C@@H]1N,0.8800441334209039,3.3119804913965343,0,0.01,NON-TOXIQUE,green
CC(C)Oc1ccc(CCc2csc(C(C)(C)N)n2)cc1,0.879930524477112,2.382478103190792,0,0.1,NON-TOXIQUE,green
Cc1ccc(NC(=O)CN2CCC3(CCNC[C@H]3C)CC2)cc1Cl,0.8796170786123794,3.3538633802178763,1,0.99, TOXIQUE,red
Cc1ccc2c(c1)CCCN2C(=O)N[C@@H]1CCC[C@@H](C(N)=O)C1,0.879580125845931,3.0150165398637805,1,0.99, TOXIQUE,red
Cc1ccc2c(c1)CCCN2C(=O)N[C@@H]1CCC[C@@H](C(N)=O)C1,0.879580125845931,3.0150165398637805,1,0.99, TOXIQUE,red
CN1C(=O)Cc2cc(NC(=O)/C=C/c3ccco3)ccc21,0.879497411536303,2.345616697355247,1,0.94, TOXIQUE,red
CN1C(=O)Cc2cc(NC(=O)/C=C/c3ccco3)ccc21,0.879497411536303,2.345616697355247,1,0.94, TOXIQUE,red
CCc1ccc(C2=NN=C(C(=O)N3CCC(C(=O)NC)CC3)SC2)cc1,0.8793468496778933,2.6969831277172998,0,0.05,NON-TOXIQUE,green
CN[C@@H](CCOc1ncccc1Cl)c1ccc(C)cc1,0.8791378020191509,2.569397813679217,0,0.02,NON-TOXIQUE,green
C[C@@H](C(=O)Nc1ccc(-n2cccn2)c(Cl)c1)N(C)C(=O)OC(C)(C)C,0.8791309107600545,2.821549483459941,1,0.92, TOXIQUE,red
Cc1cccc(-n2ncc(CN)c2C(C)C)c1,0.8791179585664675,2.2437582348683787,0,0.02,NON-TOXIQUE,green
O=C(NN1CCCC1)[C@H]1CC(=O)N(Cc2ccccn2)C1,0.8788582811923225,2.8251439170766237,0,0.01,NON-TOXIQUE,green
CC(C)N1C[C@@H](O)[C@@H](Nc2ncnc3c2COc2ccccc2CC3)C1,0.8787958695060929,3.5632398421524245,0,0.01,NON-TOXIQUE,green
Cc1cc(C)cc(OCc2c(C)n[nH]c2C)c1,0.87871131521857,2.2322099533626503,0,0.02,NON-TOXIQUE,green
Cc1cc(C)cc(OCc2c(C)n[nH]c2C)c1,0.87871131521857,2.2322099533626503,0,0.02,NON-TOXIQUE,green
C[C@@H](CNC(=O)N[C@H](C)c1ccc2c(c1)OCO2)c1ccsc1,0.8786418949438225,3.0650342375507105,0,0.02,NON-TOXIQUE,green
C[C@H](CNC(=O)N[C@@H](C)c1ccc2c(c1)OCO2)c1ccsc1,0.8786418949438225,3.0650342375507105,0,0.02,NON-TOXIQUE,green
C[C@H](CNC(=O)N[C@H](C)c1ccc2c(c1)OCO2)c1ccsc1,0.8786418949438225,3.0650342375507105,0,0.02,NON-TOXIQUE,green
Cc1ccc(C)c(NC(=O)C[S@@](=O)Cc2nccn2C(F)F)c1,0.8786317068579641,3.1386516351019846,1,0.94, TOXIQUE,red
C[C@H](NC(=O)N(C)C[C@@H](O)C1CC1)c1ccc(Cl)s1,0.8785298746306508,3.3760584636340933,0,0.03,NON-TOXIQUE,green
C[C@H](NC(=O)N(C)C[C@@H](O)C1CC1)c1ccc(Cl)s1,0.8785298746306508,3.3760584636340933,0,0.03,NON-TOXIQUE,green
C[C@H](NC(=O)N(C)C[C@@H](O)C1CC1)c1ccc(Cl)s1,0.8785298746306508,3.3760584636340933,0,0.03,NON-TOXIQUE,green
O=C1N[C@H](CC2Cc3ccccc3C2)C(=O)N1Cc1ccsc1,0.8782937132766542,3.02146098396208,0,0.05,NON-TOXIQUE,green
Cc1ccn2ncc(C(=O)N3CCN([C@H]4CCC[C@@H]4O)CC3)c2n1,0.87825801448959,3.2382441734011893,0,0.01,NON-TOXIQUE,green
Cc1ccn2ncc(C(=O)N3CCN([C@@H]4CCC[C@@H]4O)CC3)c2n1,0.87825801448959,3.2382441734011893,0,0.01,NON-TOXIQUE,green
O=C(CN1C(=O)c2cccnc2C1=O)Nc1ccccc1Cl,0.8782257357929114,1.9710293125217435,1,0.74, TOXIQUE,red
CC[C@@H](C)NC(=O)N[C@@H]1CC(=O)N(c2ccc3c(c2)OCCO3)C1,0.8781411444777792,3.0208565774932614,1,0.89, TOXIQUE,red
CC[C@@H](C)NC(=O)N[C@@H]1CC(=O)N(c2ccc3c(c2)OCCO3)C1,0.8781411444777792,3.0208565774932614,1,0.89, TOXIQUE,red
CCc1ccc(C2=CCN(CC(=O)N3CCC(C(=O)NC)CC3)C2)cc1,0.8781202143435131,2.393739260773432,0,0.12,NON-TOXIQUE,green
C[C@]1(C2CC2)NC(=O)N(Cc2cnc(-c3ccccc3)s2)C1=O,0.8781077763618944,2.8572293527689325,0,0.0,NON-TOXIQUE,green
C[C@]1(C2CC2)NC(=O)N(Cc2cnc(-c3ccccc3)s2)C1=O,0.8781077763618944,2.8572293527689325,0,0.0,NON-TOXIQUE,green
COc1cc([C@@](C)(O)C2(C)CC2)ccc1Cl,0.8780939963414198,3.101769128685272,0,0.06,NON-TOXIQUE,green
Cc1ccoc1CS[C@H]1CC[C@](N)(C(=O)O)CC1,0.8780832450510629,3.285061887530377,0,0.07,NON-TOXIQUE,green
COC(=O)c1ccc(Cl)cc1NC(=O)[C@@H]1Cc2ccccc2O1,0.8778505972439956,2.4478923113488147,1,0.95, TOXIQUE,red
COc1ccc(Cl)cc1NC(=O)[C@@H]1Cc2ccccc2C(=O)O1,0.8778505972439955,2.4531559799878675,1,0.92, TOXIQUE,red
COc1ccc(Cl)cc1NC(=O)[C@H]1Cc2ccccc2C(=O)O1,0.8778505972439955,2.4531559799878675,1,0.92, TOXIQUE,red
Cc1cccc(S(=O)(=O)NCCN2CCOCC2)c1C,0.8778248303452442,2.03223859758924,0,0.0,NON-TOXIQUE,green
Cc1cccc(S(=O)(=O)NCCN2CCOCC2)c1C,0.8778248303452442,2.03223859758924,0,0.0,NON-TOXIQUE,green
Cc1cccc(S(=O)(=O)NCCN2CCOCC2)c1C,0.8778248303452442,2.03223859758924,0,0.0,NON-TOXIQUE,green
O=C(Nc1ccc2nc(N3CCOCC3)sc2c1)NC1CCCCC1,0.8778240221748238,2.184892816218221,1,0.94, TOXIQUE,red
O=C(O)c1ccc(N2CCC[C@@]3(CCC(=O)N(Cc4ccncc4)C3)C2)nc1,0.8773364399077022,3.428435908723604,0,0.04,NON-TOXIQUE,green
O=C(O)c1ccc(N2CCC[C@@]3(CCC(=O)N(Cc4ccncc4)C3)C2)nc1,0.8773364399077022,3.428435908723604,0,0.04,NON-TOXIQUE,green
O=C(O)c1ccc(N2CCC3(CCC(=O)N(Cc4ccncc4)C3)CC2)nc1,0.877336439907702,2.96751745318886,0,0.06,NON-TOXIQUE,green
CC1(NC(=O)NCCC2CCN(c3ccccc3)CC2)CC1,0.8772773495382382,2.205756324219724,1,0.98, TOXIQUE,red
CC1(NC(=O)NCCC2CCN(c3ccccc3)CC2)CC1,0.8772773495382382,2.205756324219724,1,0.98, TOXIQUE,red
CCOC(=O)Nc1ccc(C(=O)N[C@@H](C)c2ncc(C)s2)cc1,0.8772246233278117,2.591245968893194,1,0.88, TOXIQUE,red
CCOC(=O)Nc1ccc(C(=O)N[C@@H](C)c2ncc(C)s2)cc1,0.8772246233278117,2.591245968893194,1,0.88, TOXIQUE,red
CCC1(CC)CCN(c2ccc(C(F)(F)F)cc2CO)CC1,0.877214237857171,2.5043056648790643,1,0.75, TOXIQUE,red
NC(=O)COc1ccc2c(c1)C(=O)/C(=C\c1ccccc1)O2,0.8767114469358542,2.1314925879559894,0,0.06,NON-TOXIQUE,green
C[C@@H]1CCCN(C(=O)N[C@@H](CCCO)c2ccccc2)CC1,0.8764086984379541,2.738735204381016,0,0.01,NON-TOXIQUE,green
C[C@@H]1CCCN(C(=O)N[C@@H](CCCO)c2ccccc2)CC1,0.8764086984379541,2.738735204381016,0,0.01,NON-TOXIQUE,green
C[C@@H]1CCCN(C(=O)N[C@@H](CCCO)c2ccccc2)CC1,0.8764086984379541,2.738735204381016,0,0.01,NON-TOXIQUE,green
CC(=O)N1CCc2cc(NS(=O)(=O)c3cc(Cl)cc(Cl)c3)ccc21,0.876276505721077,2.2036859508431643,1,0.98, TOXIQUE,red
CC(=O)N1CCc2cc(NS(=O)(=O)c3cc(Cl)cc(Cl)c3)ccc21,0.876276505721077,2.2036859508431643,1,0.98, TOXIQUE,red
O=C(Nc1cccc(Br)c1)N[C@@H]1CCOC1,0.8760431395249813,2.4530599074717028,1,0.99, TOXIQUE,red
O=C(Nc1cccc(Br)c1)N[C@@H]1CCOC1,0.8760431395249813,2.4530599074717028,1,0.99, TOXIQUE,red
O=C(Nc1cccc(Br)c1)N[C@@H]1CCOC1,0.8760431395249813,2.4530599074717028,1,0.99, TOXIQUE,red
CCc1ccc(C2=NN(C(=O)CN3CC[C@@H](C(=O)NC)C3)CC2)cc1,0.8759086011982815,2.8372355638673987,0,0.11,NON-TOXIQUE,green
CCO[C@@H](CC)C(=O)Nc1ccc(C)c(C(=O)N(C)C)c1,0.8758630472694566,2.528191746296585,1,0.99, TOXIQUE,red
CCO[C@@H](CC)C(=O)Nc1ccc(C)c(C(=O)N(C)C)c1,0.8758630472694566,2.528191746296585,1,0.99, TOXIQUE,red
Cc1cccc(C2(C(=O)NCC[S@@](=O)c3ccccc3)CCC2)c1,0.8757805094990826,2.877424562692182,0,0.09,NON-TOXIQUE,green
CCOc1ccc2ccccc2c1C(=O)N1CCN(CCCO)CC1,0.8756923479482314,2.0124704669458726,0,0.03,NON-TOXIQUE,green
CS[C@H](C)C(=O)NCC(=O)N1CCN(c2ccc(Cl)cc2)CC1,0.875519395288538,2.5021178438931937,0,0.49,NON-TOXIQUE,green
CC(C)C[C@@H](C)Nc1nc(C(F)(F)F)ccc1C(N)=O,0.8750593739453585,2.889948747967601,0,0.03,NON-TOXIQUE,green
CC(C)C[C@@H](C)Nc1nc(C(F)(F)F)ccc1C(N)=O,0.8750593739453585,2.889948747967601,0,0.03,NON-TOXIQUE,green
Cc1cnc(C(=O)N2CC[C@@H](c3n[nH]c(C)n3)C2)cn1,0.8749307785896242,3.076531416918084,0,0.01,NON-TOXIQUE,green
Cc1cnc(C(=O)N2CC[C@H](c3n[nH]c(C)n3)C2)cn1,0.8749307785896242,3.076531416918084,0,0.01,NON-TOXIQUE,green
CCCn1ncc(C(=O)N[C@@H]2CCc3c(OC)cccc32)c1C1CC1,0.8747605022314142,2.898246398103586,0,0.01,NON-TOXIQUE,green
CCCn1ncc(C(=O)N[C@H]2CCc3c(OC)cccc32)c1C1CC1,0.8747605022314142,2.898246398103586,0,0.01,NON-TOXIQUE,green
COc1cc2c(cc1[C@@H]1NC(=O)c3cc(Cl)ccc3N1)OCCO2,0.874602568947208,2.9556061090230905,1,0.81, TOXIQUE,red
Cc1cc(C)c(C(=O)NC[C@@H]2CCCN2C(=O)OC(C)(C)C)c(=O)[nH]1,0.874274699993879,2.898216534420916,0,0.03,NON-TOXIQUE,green
Cc1cc(C)c(C(=O)NC[C@@H]2CCCN2C(=O)OC(C)(C)C)c(=O)[nH]1,0.874274699993879,2.898216534420916,0,0.03,NON-TOXIQUE,green
Cc1cc(C)c(C(=O)NC[C@@H]2CCCN2C(=O)OC(C)(C)C)c(=O)[nH]1,0.874274699993879,2.898216534420916,0,0.03,NON-TOXIQUE,green
O=C(NCC[S@@](=O)c1ccccc1)C1(c2cccc(F)c2)CCC1,0.874009049468668,2.893746734637885,0,0.0,NON-TOXIQUE,green
O=C(NCC[S@@](=O)c1ccccc1)C1(c2cccc(F)c2)CCC1,0.874009049468668,2.893746734637885,0,0.0,NON-TOXIQUE,green
O=C(CCc1n[nH]c(=O)[nH]1)N1CCCN(c2ccc(Cl)cc2)CC1,0.8739019669734143,2.4227324695418577,0,0.47,NON-TOXIQUE,green
COc1ccc(C)cc1S(=O)(=O)Nc1nnc(CC(C)C)s1,0.8735544566745705,2.235657972571373,0,0.09,NON-TOXIQUE,green
COc1ccc(C)c(S(=O)(=O)Nc2nnc(CC(C)C)s2)c1,0.8735544566745705,2.2451956648790645,0,0.03,NON-TOXIQUE,green
COc1ccc(C)cc1S(=O)(=O)Nc1nnc(CC(C)C)s1,0.8735544566745705,2.235657972571373,0,0.09,NON-TOXIQUE,green
C[C@@H]1CC[C@@H](Nc2ccc(F)c(C#N)c2)CS1,0.873554180682217,3.460601780683165,1,0.77, TOXIQUE,red
C[C@@H]1CC[C@@H](Nc2ccc(F)c(C#N)c2)CS1,0.873554180682217,3.460601780683165,1,0.77, TOXIQUE,red
C[C@@H]1CC[C@@H](Nc2ccc(F)c(C#N)c2)CS1,0.873554180682217,3.460601780683165,1,0.77, TOXIQUE,red
CCC[C@@H](C)NC(=O)CN1CCC[C@H](n2c(=O)oc3ccccc32)C1,0.8735417620404289,3.070458997316109,0,0.21,NON-TOXIQUE,green
CC[C@@H]1CCC[C@@H]1CNC(=O)c1nnn(-c2ccccc2)c1C1CC1,0.8734523942625895,3.132365281173098,0,0.1,NON-TOXIQUE,green
CC[C@@H]1CCC[C@@H]1CNC(=O)c1nnn(-c2ccccc2)c1C1CC1,0.8734523942625895,3.132365281173098,0,0.1,NON-TOXIQUE,green
COc1cc(OC)cc(N2CCC[C@@H](NCc3ccsc3)C2=O)c1,0.8733809584421109,2.803105774574929,1,0.88, TOXIQUE,red
O=C(Nc1nncs1)N[C@@H]1CC2(CCOCC2)Oc2ccccc21,0.8732082216596576,3.6297069848319854,0,0.1,NON-TOXIQUE,green
Cc1ccc(NC(=O)CSc2nc(C)c(C#N)cc2C#N)cc1,0.8732079636921137,2.263699628743065,1,0.96, TOXIQUE,red
Cc1ccc(NC(=O)CSc2nc(C)c(C#N)cc2C#N)cc1,0.8732079636921137,2.263699628743065,1,0.96, TOXIQUE,red
CC(=O)Nc1ccc(N2C[C@H](C(=O)Nc3c(C)cccc3C)CC2=O)cc1,0.8729018029799848,2.4155742635266098,1,0.99, TOXIQUE,red
CCn1nc(CC(=O)N2CCC[C@@H](C)C2)c2ccccc2c1=O,0.8728455529263142,2.607847340934612,0,0.02,NON-TOXIQUE,green
CC1(NC(=O)NCCC2CCN(c3ccccc3)CC2)CCC1,0.8727577917410778,2.2173348778689395,1,0.85, TOXIQUE,red
CS(=O)(=O)N(CC(=O)N[C@@H]1CCCc2ccccc21)c1ccc(F)cc1,0.872616722692698,2.571486617285021,1,0.74, TOXIQUE,red
COc1ccc(OC)c([C@@H](C)NC(=O)c2ccc([S@](C)=O)cc2)c1,0.872521800420801,2.782623072762698,0,0.31,NON-TOXIQUE,green
COc1ccc(OC)c([C@@H](C)NC(=O)c2ccc([S@@](C)=O)cc2)c1,0.872521800420801,2.782623072762698,0,0.31,NON-TOXIQUE,green
COc1ccc(OC)c([C@@H](C)NC(=O)c2ccc([S@@](C)=O)cc2)c1,0.872521800420801,2.782623072762698,0,0.31,NON-TOXIQUE,green
O=C(Nc1ccccc1Cc1ccccc1)NC1CC1,0.8724884325444643,1.6477688457893152,1,0.99, TOXIQUE,red
O=C(Nc1ccccc1Cc1ccccc1)NC1CC1,0.8724884325444643,1.6477688457893152,1,0.99, TOXIQUE,red
O=C(Nc1ccccc1Cc1ccccc1)NC1CC1,0.8724884325444643,1.6477688457893152,1,0.99, TOXIQUE,red
CN(CC(=O)N[C@@H]1CCCc2ccccc21)S(=O)(=O)c1ccc(F)cc1,0.872408568071022,2.5022558480542525,0,0.14,NON-TOXIQUE,green
CN(CC(=O)N[C@@H]1CCCc2ccccc21)S(=O)(=O)c1ccc(F)cc1,0.872408568071022,2.5022558480542525,0,0.14,NON-TOXIQUE,green
CCCOc1ccc(O[C@@H]2CCCC[C@H]2O)cc1,0.8720706203521941,2.617761127793104,0,0.01,NON-TOXIQUE,green
CCCOc1ccc(O[C@@H]2CCCC[C@H]2O)cc1,0.8720706203521941,2.617761127793104,0,0.01,NON-TOXIQUE,green
CCCOc1ccc(O[C@@H]2CCCC[C@@H]2O)cc1,0.8720706203521941,2.617761127793104,0,0.01,NON-TOXIQUE,green
